District,Parcel Area,Mukim,PropertyType,PropertyType (strata),SchemeName,Sector,State,Tenure,Date,Price,Unit,Level
Kuala Lumpur,76,Mukim Kuala Lumpur,Condominium/Apartment,Strata,LESTARI APARTMENT,Residential,WP Kuala Lumpur,Leasehold,03/12/21,310000,sq.m,8
Kuala Lumpur,77,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI VYNE SUNGAI BESI,Residential,WP Kuala Lumpur,Leasehold,03/12/21,430000,sq.m,9
Kuala Lumpur,94,Mukim Setapak,Condominium/Apartment,Strata,TAR VILLA APARTMENT,Residential,WP Kuala Lumpur,Freehold,03/12/21,350000,sq.m,10
Kuala Lumpur,146,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS III (ROYAL REGENT),Residential,WP Kuala Lumpur,Freehold,03/12/21,700000,sq.m,17
Kuala Lumpur,149,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI ANDES RIA @ BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,03/12/21,967000,sq.m,23
Kuala Lumpur,127,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI GEN,Residential,WP Kuala Lumpur,Freehold,03/12/21,1073520,sq.m,25
Kuala Lumpur,107,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PRISMA CHERAS,Residential,WP Kuala Lumpur,Freehold,03/12/21,457000,sq.m,3
Kuala Lumpur,141,Mukim Batu,Condominium/Apartment,Strata,HARTAMAS REGENCY 2,Residential,WP Kuala Lumpur,Freehold,03/12/21,757000,sq.m,7
Kuala Lumpur,136.1,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,03/12/21,430000,sq.m,8
Kuala Lumpur,87,Mukim Batu,Condominium/Apartment,Strata,MIZUMI RESIDENCES,Residential,WP Kuala Lumpur,Leasehold,04/01/21,546500,sq.m,37
Kuala Lumpur,87,Mukim Batu,Condominium/Apartment,Strata,MIZUMI RESIDENCES,Residential,WP Kuala Lumpur,Leasehold,04/01/21,562900,sq.m,41
Kuala Lumpur,98.1,Mukim Setapak,Condominium/Apartment,Strata,DESA VIEW TOWER,Residential,WP Kuala Lumpur,Freehold,04/01/21,320000,sq.m,13
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL PERDANA,Residential,WP Kuala Lumpur,Freehold,04/02/21,378000,sq.m,34
Kuala Lumpur,102,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI VYNE SUNGAI BESI,Residential,WP Kuala Lumpur,Leasehold,04/03/21,820900,sq.m,6
Kuala Lumpur,115,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 1 (INWOOD),Residential,WP Kuala Lumpur,Leasehold,04/05/21,1056108,sq.m,29
Kuala Lumpur,218,Mukim Kuala Lumpur,Condominium/Apartment,Strata,KONDOMINIUM PANTAI ESTET,Residential,WP Kuala Lumpur,Freehold,04/05/21,1773600,sq.m,35
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,04/05/21,385200,sq.m,37
Kuala Lumpur,71,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,04/05/21,387900,sq.m,37
Kuala Lumpur,82,Mukim Setapak,Condominium/Apartment,Strata,SENTUL UTAMA KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,04/08/21,370000,sq.m,13
Kuala Lumpur,156,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,04/08/21,1530720,sq.m,17
Kuala Lumpur,292,Mukim Setapak,Condominium/Apartment,Strata,SERI RIANA,Residential,WP Kuala Lumpur,Leasehold,04/08/21,2080000,sq.m,5
Kuala Lumpur,75,Mukim Batu,Condominium/Apartment,Strata,TWY DUPLEX CONDOS MONT KIARA,Residential,WP Kuala Lumpur,Freehold,04/08/21,710000,sq.m,12
Kuala Lumpur,125,Mukim Setapak,Condominium/Apartment,Strata,PLATINIUM LAKE CONDO PV20,Residential,WP Kuala Lumpur,Leasehold,04/10/21,415000,sq.m,23
Kuala Lumpur,171,Mukim Batu,Condominium/Apartment,Strata,PAVILION HILTOP MONT KIARA,Residential,WP Kuala Lumpur,Freehold,04/10/21,1730000,sq.m,11
Kuala Lumpur,82,Mukim Petaling,Condominium/Apartment,Strata,ARENA GREEN,Residential,WP Kuala Lumpur,Freehold,04/10/21,290000,sq.m,12
Kuala Lumpur,79.4,Mukim Batu,Condominium/Apartment,Strata,GREENVIEW APT,Residential,WP Kuala Lumpur,Freehold,04/10/21,210000,sq.m,6
Kuala Lumpur,81,Mukim Setapak,Condominium/Apartment,Strata,MAHASA VILLA  APARTMENT,Residential,WP Kuala Lumpur,Freehold,04/10/21,370000,sq.m,7
Kuala Lumpur,146,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI PARK @ PAVILION BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,04/11/21,1500000,sq.m,23
Kuala Lumpur,71,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,04/11/21,384030,sq.m,36
Kuala Lumpur,71,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,04/11/21,384030,sq.m,37
Kuala Lumpur,115,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,04/12/21,998000,sq.m,19
Kuala Lumpur,90,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,05/01/21,847620,sq.m,30
Kuala Lumpur,411,Mukim Batu,Condominium/Apartment,Strata,ANJALI NORTH KIARA,Residential,WP Kuala Lumpur,Freehold,05/03/21,3500000,sq.m,28
Kuala Lumpur,87,Mukim Batu,Condominium/Apartment,Strata,MIZUMI RESIDENCES,Residential,WP Kuala Lumpur,Leasehold,05/04/21,502000,sq.m,41
Kuala Lumpur,57,Mukim Kuala Lumpur,Condominium/Apartment,Strata,SRI SHAMELIN,Residential,WP Kuala Lumpur,Leasehold,05/04/21,180000,sq.m,9
Kuala Lumpur,65,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,RESIDENSI STAR,Residential,WP Kuala Lumpur,Freehold,05/04/21,1449000,sq.m,21
Kuala Lumpur,86,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,RESIDENSI STAR,Residential,WP Kuala Lumpur,Freehold,05/04/21,1917900,sq.m,48
Kuala Lumpur,115,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI VYNE SUNGAI BESI,Residential,WP Kuala Lumpur,Leasehold,05/05/21,860000,sq.m,13
Kuala Lumpur,260,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,PARK SEVEN,Residential,WP Kuala Lumpur,Freehold,05/05/21,2630000,sq.m,13
Kuala Lumpur,106,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,MENARA CITY ONE,Residential,WP Kuala Lumpur,Freehold,05/05/21,500000,sq.m,23
Kuala Lumpur,101,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI VYNE SUNGAI BESI,Residential,WP Kuala Lumpur,Leasehold,05/07/21,808300,sq.m,11
Kuala Lumpur,101,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI VYNE SUNGAI BESI,Residential,WP Kuala Lumpur,Leasehold,05/07/21,819600,sq.m,15
Kuala Lumpur,134.5,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,05/07/21,380000,sq.m,23
Kuala Lumpur,147.72,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS III (ROYAL REGENT),Residential,WP Kuala Lumpur,Freehold,05/07/21,685000,sq.m,6
Kuala Lumpur,175,Mukim Kuala Lumpur,Condominium/Apartment,Strata,ZEHN BUKIT PANTAI KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,05/08/21,1190000,sq.m,8
Kuala Lumpur,133,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,ANGKASA IMPIAN,Residential,WP Kuala Lumpur,Leasehold,05/08/21,568000,sq.m,9
Kuala Lumpur,212,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PANDAN HEIGHTS (STRATA),Residential,WP Kuala Lumpur,Freehold,05/08/21,555000,sq.m,26
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL PERDANA,Residential,WP Kuala Lumpur,Freehold,05/09/21,359960,sq.m,38
Kuala Lumpur,70,Mukim Batu,Condominium/Apartment,Strata,TMN MASTIARA,Residential,WP Kuala Lumpur,Leasehold,05/10/21,190000,sq.m,1
Kuala Lumpur,79,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI 333 KEPONG / THREE33 RESIDENSI,Residential,WP Kuala Lumpur,Leasehold,05/10/21,566500,sq.m,22
Kuala Lumpur,234,Mukim Batu,Condominium/Apartment,Strata,KONDOMINIUM PANTAI ESTET,Residential,WP Kuala Lumpur,Freehold,05/10/21,1780000,sq.m,10
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,05/10/21,399000,sq.m,10
Kuala Lumpur,238,Mukim Setapak,Condominium/Apartment,Strata,VILLA WANGSAMAS CONDO,Residential,WP Kuala Lumpur,Freehold,05/10/21,775000,sq.m,19
Kuala Lumpur,110,Mukim Ampang,Condominium/Apartment,Strata,GCB COURT,Residential,WP Kuala Lumpur,Freehold,05/10/21,530000,sq.m,2
Kuala Lumpur,163,Mukim Petaling,Condominium/Apartment,Strata,LE YUAN RESIDENCE,Residential,WP Kuala Lumpur,Freehold,05/10/21,820000,sq.m,22
Kuala Lumpur,239,Mukim Kuala Lumpur,Condominium/Apartment,Strata,KONDOMINIUM PANTAI ESTET,Residential,WP Kuala Lumpur,Freehold,05/10/21,2218666,sq.m,26
Kuala Lumpur,239,Mukim Kuala Lumpur,Condominium/Apartment,Strata,KONDOMINIUM PANTAI ESTET,Residential,WP Kuala Lumpur,Freehold,05/10/21,2218666,sq.m,26
Kuala Lumpur,88,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI WALTZ,Residential,WP Kuala Lumpur,Freehold,05/10/21,908000,sq.m,34
Kuala Lumpur,92.89,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE CAPERS @ SENTUL EAST,Residential,WP Kuala Lumpur,Freehold,05/10/21,625000,sq.m,3A
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,05/10/21,386100,sq.m,44
Kuala Lumpur,106,Mukim Batu,Condominium/Apartment,Strata,FORTUNE AVENUE CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,05/11/21,538000,sq.m,11
Kuala Lumpur,130,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,05/11/21,1183070,sq.m,17
Kuala Lumpur,103,Mukim Setapak,Condominium/Apartment,Strata,THE PARC TOWER,Residential,WP Kuala Lumpur,Leasehold,05/11/21,480000,sq.m,25
Kuala Lumpur,112,Mukim Petaling,Condominium/Apartment,Strata,VISTA KOMANWEL,Residential,WP Kuala Lumpur,Freehold,05/11/21,415000,sq.m,10
Kuala Lumpur,164,Mukim Setapak,Condominium/Apartment,Strata,288 RESIDENCY,Residential,WP Kuala Lumpur,Freehold,05/11/21,888250,sq.m,32
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL PERDANA,Residential,WP Kuala Lumpur,Freehold,05/11/21,385200,sq.m,41
Kuala Lumpur,110,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE PALLADIUM,Residential,WP Kuala Lumpur,Freehold,05/11/21,500000,sq.m,6
Kuala Lumpur,111,Mukim Ampang,Condominium/Apartment,Strata,VILLA PAWANA,Residential,WP Kuala Lumpur,Freehold,05/11/21,499000,sq.m,G
Kuala Lumpur,159,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,05/11/21,2325800,sq.m,G
Kuala Lumpur,103,Mukim Setapak,Condominium/Apartment,Strata,GURNEY HEIGHT,Residential,WP Kuala Lumpur,Freehold,05/12/21,320000,sq.m,18
Kuala Lumpur,54,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,06/01/21,436000,sq.m,16
Kuala Lumpur,93,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI BAYU ANDAMAN,Residential,WP Kuala Lumpur,Leasehold,06/01/21,300000,sq.m,37
Kuala Lumpur,108,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,PLAZA RAH (KG.BARU),Residential,WP Kuala Lumpur,Freehold,06/04/21,500000,sq.m,16
Kuala Lumpur,113.5,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,06/04/21,315000,sq.m,5
Kuala Lumpur,110,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI LAMAN PERMAI (GOODWOOD),Residential,WP Kuala Lumpur,Leasehold,06/05/21,986160,sq.m,2
Kuala Lumpur,54,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,06/05/21,452000,sq.m,23
Kuala Lumpur,419,Mukim Kuala Lumpur,Condominium/Apartment,Strata,AIRA RESIDENCE,Residential,WP Kuala Lumpur,Freehold,06/05/21,9239000,sq.m,12
Kuala Lumpur,75.8,Mukim Petaling,Condominium/Apartment,Strata,VANTAGE POINT (TAMAN DESA PETALING),Residential,WP Kuala Lumpur,Freehold,06/05/21,290000,sq.m,13
Kuala Lumpur,133,Mukim Batu,Condominium/Apartment,Strata,MENARA DUTA II CONDO (MENARA DUTA 2),Residential,WP Kuala Lumpur,Freehold,06/07/21,550000,sq.m,11
Kuala Lumpur,82,Mukim Setapak,Condominium/Apartment,Strata,SETAPAK RIA,Residential,WP Kuala Lumpur,Freehold,06/07/21,280000,sq.m,14
Kuala Lumpur,111,Mukim Ulu Kelang,Condominium/Apartment,Strata,RESIDENSI SETIAWANGSA,Residential,WP Kuala Lumpur,Leasehold,06/08/21,680000,sq.m,22
Kuala Lumpur,123,Mukim Setapak,Condominium/Apartment,Strata,PLATINUM LAKE CONDO PV15,Residential,WP Kuala Lumpur,Leasehold,06/08/21,450000,sq.m,23
Kuala Lumpur,89,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,06/08/21,810000,sq.m,10
Kuala Lumpur,89,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,06/08/21,810000,sq.m,11
Kuala Lumpur,72,Mukim Setapak,Condominium/Apartment,Strata,RIANA GREEN EAST KL,Residential,WP Kuala Lumpur,Leasehold,06/09/21,425000,sq.m,1
Kuala Lumpur,87.6,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI HOLMES,Residential,WP Kuala Lumpur,Leasehold,06/09/21,450000,sq.m,19
Kuala Lumpur,112,Mukim Ulu Kelang,Condominium/Apartment,Strata,RESIDENSI SETIAWANGSA,Residential,WP Kuala Lumpur,Leasehold,06/09/21,670000,sq.m,23
Kuala Lumpur,68,Mukim Kuala Lumpur,Condominium/Apartment,Strata,CEMARA APARTMENT,Residential,WP Kuala Lumpur,Leasehold,06/09/21,390000,sq.m,3
Kuala Lumpur,75,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PANTAI HILLPARK APARTMENT,Residential,WP Kuala Lumpur,Leasehold,06/09/21,400000,sq.m,6
Kuala Lumpur,117,Mukim Ulu Kelang,Condominium/Apartment,Strata,RESIDENSI SETIAWANGSA,Residential,WP Kuala Lumpur,Leasehold,06/09/21,765000,sq.m,9
Kuala Lumpur,86,Mukim Petaling,Condominium/Apartment,Strata,MEADOW PARK,Residential,WP Kuala Lumpur,Freehold,06/09/21,303000,sq.m,11
Kuala Lumpur,115,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,06/09/21,1050000,sq.m,8
Kuala Lumpur,119.2,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,06/09/21,1050000,sq.m,8
Kuala Lumpur,101,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI VYNE SUNGAI BESI,Residential,WP Kuala Lumpur,Leasehold,06/10/21,812800,sq.m,13
Kuala Lumpur,120,Mukim Petaling,Condominium/Apartment,Strata,KONDOMINIUM SRI ISTANA (PALACE COURT),Residential,WP Kuala Lumpur,Leasehold,06/10/21,500000,sq.m,14
Kuala Lumpur,95,Mukim Kuala Lumpur,Condominium/Apartment,Strata,TMN SHAMELIN PERKASA,Residential,WP Kuala Lumpur,Leasehold,06/10/21,320000,sq.m,2
Kuala Lumpur,101,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI VYNE SUNGAI BESI,Residential,WP Kuala Lumpur,Leasehold,06/10/21,840200,sq.m,24
Kuala Lumpur,231,Mukim Petaling,Condominium/Apartment,Strata,8 PETALING,Residential,WP Kuala Lumpur,Leasehold,06/10/21,1299888,sq.m,5
Kuala Lumpur,127,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,TINGGIAN TITIWANGSA @ THE REACH,Residential,WP Kuala Lumpur,Freehold,06/10/21,850000,sq.m,12
Kuala Lumpur,147.72,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS III (ROYAL REGENT),Residential,WP Kuala Lumpur,Freehold,06/10/21,759600,sq.m,21
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,06/10/21,384300,sq.m,42
Kuala Lumpur,336,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,KONDOMINIUM NOBLETON CREST,Residential,WP Kuala Lumpur,Freehold,06/10/21,3600000,sq.m,1
Kuala Lumpur,87,Mukim Petaling,Condominium/Apartment,Strata,PR1MA ALAM DAMAI,Residential,WP Kuala Lumpur,Leasehold,06/12/21,315000,sq.m,11
Kuala Lumpur,103,Mukim Kuala Lumpur,Condominium/Apartment,Strata,VISTA AMANI,Residential,WP Kuala Lumpur,Leasehold,06/12/21,460000,sq.m,15
Kuala Lumpur,89,Mukim Petaling,Condominium/Apartment,Strata,PARAISO @ THE EARTH,Residential,WP Kuala Lumpur,Leasehold,06/12/21,494268,sq.m,18
Kuala Lumpur,103,Mukim Petaling,Condominium/Apartment,Strata,DYNASTY GARDEN CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,06/12/21,665000,sq.m,2
Kuala Lumpur,90,Mukim Petaling,Condominium/Apartment,Strata,DESA SRI PUTERI,Residential,WP Kuala Lumpur,Leasehold,06/12/21,365000,sq.m,20
Kuala Lumpur,167,Mukim Batu,Condominium/Apartment,Strata,SRI PUTRAMAS III (ROYAL REGENT),Residential,WP Kuala Lumpur,Freehold,06/12/21,803000,sq.m,11
Kuala Lumpur,150,Mukim Ampang,Condominium/Apartment,Strata,GCB COURT,Residential,WP Kuala Lumpur,Freehold,06/12/21,600000,sq.m,15
Kuala Lumpur,107.48,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI HARMONI 2,Residential,WP Kuala Lumpur,Freehold,06/12/21,660000,sq.m,15
Kuala Lumpur,328,Mukim Batu,Condominium/Apartment,Strata,SENI MONT KIARA,Residential,WP Kuala Lumpur,Freehold,06/12/21,2750000,sq.m,15
Kuala Lumpur,99,Mukim Batu,Condominium/Apartment,Strata,MONT KIARA BAYU,Residential,WP Kuala Lumpur,Freehold,06/12/21,610000,sq.m,16
Kuala Lumpur,124,Mukim Setapak,Condominium/Apartment,Strata,PLATINUM HILL CONDO PV6,Residential,WP Kuala Lumpur,Freehold,06/12/21,460000,sq.m,17
Kuala Lumpur,98,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,06/12/21,975000,sq.m,18
Kuala Lumpur,110,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,06/12/21,772850,sq.m,2
Kuala Lumpur,124,Mukim Batu,Condominium/Apartment,Strata,VISTA KIARA,Residential,WP Kuala Lumpur,Freehold,06/12/21,590000,sq.m,22
Kuala Lumpur,105,Mukim Kuala Lumpur,Condominium/Apartment,Strata,PANDAN HEIGHTS (STRATA),Residential,WP Kuala Lumpur,Freehold,06/12/21,315000,sq.m,22
Kuala Lumpur,85,Mukim Petaling,Condominium/Apartment,Strata,JALIL DAMAI APT,Residential,WP Kuala Lumpur,Freehold,06/12/21,340000,sq.m,3
Kuala Lumpur,80,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,06/12/21,760000,sq.m,37
Kuala Lumpur,79,Mukim Setapak,Condominium/Apartment,Strata,SENTUL PERDANA,Residential,WP Kuala Lumpur,Freehold,06/12/21,424350,sq.m,43A
Kuala Lumpur,99,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI PARK @ PAVILION BUKIT JALIL,Residential,WP Kuala Lumpur,Freehold,06/12/21,870000,sq.m,8
Kuala Lumpur,170,Mukim Batu,Condominium/Apartment,Strata,CERIAAN KIARA,Residential,WP Kuala Lumpur,Freehold,06/12/21,750000,sq.m,9
Kuala Lumpur,112,Mukim Petaling,Condominium/Apartment,Strata,PPA1M BUKIT JALIL,Residential,WP Kuala Lumpur,Leasehold,07/01/21,278000,sq.m,32
Kuala Lumpur,119,Mukim Kuala Lumpur,Condominium/Apartment,Strata,MAS KIARA CONDOMINIUM,Residential,WP Kuala Lumpur,Freehold,07/01/21,670000,sq.m,11
Kuala Lumpur,69,Mukim Setapak,Condominium/Apartment,Strata,SENTUL POINT SUITE APARTMENTS,Residential,WP Kuala Lumpur,Freehold,07/01/21,376200,sq.m,31
Kuala Lumpur,41,Mukim Setapak,Condominium/Apartment,Strata,RESIDENSI PV9,Residential,WP Kuala Lumpur,Leasehold,07/02/21,545850,sq.m,33
Kuala Lumpur,86,Mukim Kuala Lumpur,Condominium/Apartment,Strata,BAYU TASIK CONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,07/04/21,347000,sq.m,8
Kuala Lumpur,113,Mukim Petaling,Condominium/Apartment,Strata,NIDOZ RESIDENCES @ DESA PETALING,Residential,WP Kuala Lumpur,Leasehold,07/05/21,660000,sq.m,18
Kuala Lumpur,106,Mukim Kuala Lumpur,Condominium/Apartment,Strata,SUASANA LUMAYAN CONDO(CASA IMPIAN),Residential,WP Kuala Lumpur,Leasehold,07/05/21,460000,sq.m,23
Kuala Lumpur,82,Mukim Setapak,Condominium/Apartment,Strata,SENTUL UTAMA KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,07/07/21,360000,sq.m,14
Kuala Lumpur,80,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI SOUTH BROOKS,Residential,WP Kuala Lumpur,Freehold,07/07/21,780000,sq.m,27
Kuala Lumpur,175,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,THE SAFFRON,Residential,WP Kuala Lumpur,Freehold,07/07/21,1000000,sq.m,5
Kuala Lumpur,136.1,Mukim Petaling,Condominium/Apartment,Strata,BUKIT OUG,Residential,WP Kuala Lumpur,Freehold,07/07/21,350000,sq.m,7
Kuala Lumpur,86.3,Mukim Petaling,Condominium/Apartment,Strata,WINNER HEIGHTS (TAMAN DESA PETALING),Residential,WP Kuala Lumpur,Leasehold,07/09/21,310000,sq.m,16
Kuala Lumpur,89,Mukim Petaling,Condominium/Apartment,Strata,PARAISO @ THE EARTH,Residential,WP Kuala Lumpur,Leasehold,07/09/21,492290,sq.m,16
Kuala Lumpur,74.5,Mukim Setapak,Condominium/Apartment,Strata,GENTING COURT,Residential,WP Kuala Lumpur,Leasehold,07/09/21,210000,sq.m,6
Kuala Lumpur,98.1,Mukim Setapak,Condominium/Apartment,Strata,DESA VIEW TOWER,Residential,WP Kuala Lumpur,Freehold,07/09/21,310000,sq.m,10
Kuala Lumpur,79,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI THE TREES,Residential,WP Kuala Lumpur,Freehold,07/09/21,550000,sq.m,18
Kuala Lumpur,124,Mukim Setapak,Condominium/Apartment,Strata,PLATINUM HILL CONDO PV3,Residential,WP Kuala Lumpur,Freehold,07/09/21,400000,sq.m,8
Kuala Lumpur,84.56,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,WARISAN CITY VIEW APARTMENT,Residential,WP Kuala Lumpur,Leasehold,07/10/21,390000,sq.m,16
Kuala Lumpur,89,Mukim Batu,Condominium/Apartment,Strata,RESIDENSI UNGGUL/ FIRST RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,07/10/21,500000,sq.m,16
Kuala Lumpur,82,Mukim Setapak,Condominium/Apartment,Strata,SENTUL UTAMA KONDOMINIUM,Residential,WP Kuala Lumpur,Leasehold,07/10/21,370000,sq.m,16
Kuala Lumpur,112,Mukim Setapak,Condominium/Apartment,Strata,SKYMERIDIEN RESIDENCE,Residential,WP Kuala Lumpur,Leasehold,07/10/21,807000,sq.m,27
Kuala Lumpur,96,Mukim Batu,Condominium/Apartment,Strata,ONE CENTRAL PARK KONDO,Residential,WP Kuala Lumpur,Freehold,07/10/21,1000000,sq.m,10
Kuala Lumpur,116,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI WALTZ,Residential,WP Kuala Lumpur,Freehold,07/10/21,1136000,sq.m,28
Kuala Lumpur,157,Mukim Petaling,Condominium/Apartment,Strata,RESIDENSI WALTZ,Residential,WP Kuala Lumpur,Freehold,07/10/21,1612000,sq.m,32
Kuala Lumpur,195,Kuala Lumpur Town Centre,Condominium/Apartment,Strata,DESA KUDALARI,Residential,WP Kuala Lumpur,Freehold,07/10/21,2400000,sq.m,5
Kuala Lumpur,111,Mukim Petaling,Condominium/Apartment,Strata,WATERFALL TARRACE (TAMAN DESA PETALING),Residential,WP Kuala Lumpur,Leasehold,07/12/21,355000,sq.m,10
Kuala Lumpur,127,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,07/12/21,1174320,sq.m,11
Kuala Lumpur,88,Mukim Petaling,Condominium/Apartment,Strata,ENDAH RIA,Residential,WP Kuala Lumpur,Leasehold,07/12/21,333000,sq.m,13
Kuala Lumpur,127,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,07/12/21,1176120,sq.m,14
Kuala Lumpur,127,Mukim Kuala Lumpur,Condominium/Apartment,Strata,RESIDENSI PANTAI SENTRAL 2,Residential,WP Kuala Lumpur,Leasehold,07/12/21,1178820,sq.m,15
Kuala Lumpur,93,Mukim Petaling,Condominium/Apartment,Strata,CASA GREEN BUKIT JALIL,Residential,WP Kuala Lumpur,Leasehold,07/12/21,550000,sq.m,15
